1;0;4125;18.877008;455;-0.689649;0.347598
1;1;4122;20.600933;451;-0.689649;0.096901
1;1;4129;15.952024;448;0.308923;0.098927
1;1;4135;17.979122;455;1.428277;0.101245
1;1;4120;18.109188;460;4.123713;0.027838
1;1;4130;15.335608;462;2.540803;0.409578
1;9;4124;18.877893;457;4.123713;0.425826
1;10;4129;19.554890;456;1.428277;0.296951
1;21;4127;20.670917;454;0.308923;0.139800
1;22;4124;20.121104;454;-0.689649;0.216003
1;22;4124;20.121104;454;-0.689649;0.287632
1;22;4124;20.121104;454;-0.689649;0.197329
1;22;4124;20.121104;454;-0.689649;0.116231
1;22;4124;20.121104;454;-0.689649;0.450492
1;38;4126;18.564178;456;1.570000;0.011305
2;0;4162;13.447165;425;-0.103876;0.041610
2;1;4161;11.279727;418;-0.103876;0.256305
2;1;4157;11.238271;425;-0.927978;0.270764
2;1;4167;13.603027;422;0.694015;0.136971
2;1;4169;14.822443;428;1.613628;0.311786
2;1;4154;11.849945;429;4.605033;0.243466
2;1;4160;13.156188;435;3.462565;0.445145
2;1;4167;17.594497;435;2.476818;0.257109
2;9;4164;12.935523;428;1.613628;0.332627
2;10;4164;13.288925;426;0.694015;0.124543
2;21;4161;13.656467;427;-0.927978;0.096808
2;22;4161;11.900486;423;-0.103876;0.038874
2;22;4161;11.900486;423;-0.103876;0.375620
2;22;4161;11.900486;423;-0.103876;0.187751
2;22;4161;11.900486;423;-0.103876;0.025748
2;22;4161;11.900486;423;-0.103876;0.466259
2;22;4161;11.900486;423;-0.103876;0.412682
2;22;4161;11.900486;423;-0.103876;0.338315
2;38;4162;13.934119;428;1.570000;0.134893
3;0;4167;11.292065;474;-0.528826;0.275459
3;1;4164;12.246097;469;-0.528826;0.046522
3;1;4172;12.536888;467;0.446757;0.298750
3;1;4179;11.658514;475;1.470507;0.125743
3;1;4159;10.855121;476;-1.536946;0.420940
3;1;4175;10.246379;482;2.299998;0.344173
3;1;4160;10.528641;483;3.969742;0.376556
3;1;4168;10.235374;485;3.140796;0.079438
3;9;4165;10.827026;476;-1.536946;0.119775
3;10;4171;11.096872;476;1.470507;0.331562
3;21;4169;11.452115;473;0.446757;0.364140
3;22;4166;11.294623;472;-0.528826;0.178935
3;22;4166;11.294623;472;-0.528826;0.270732
3;22;4166;11.294623;472;-0.528826;0.334728
3;22;4166;11.294623;472;-0.528826;0.168480
3;22;4166;11.294623;472;-0.528826;0.485564
3;22;4166;11.294623;472;-0.528826;0.463731
3;22;4166;11.294623;472;-0.528826;0.496256
3;38;4168;11.051120;476;1.570000;0.174304
4;0;4196;10.958037;471;-0.686455;0.445127
4;1;4193;10.867413;466;-0.686455;0.255644
4;1;4199;10.620577;464;0.068061;0.190368
4;1;4204;10.346975;469;0.970071;0.446808
4;1;4189;10.743539;474;4.612100;0.079883
4;1;4209;10.246840;475;1.761356;0.482724
4;1;4194;10.022064;480;3.643681;0.501790
4;1;4203;10.005954;482;2.644414;0.447797
4;9;4195;10.617130;473;4.612100;0.344730
4;10;4200;10.406943;472;0.970071;0.208220
4;21;4198;10.691898;470;0.068061;0.043623
4;22;4195;10.802255;470;-0.686455;0.226068
4;22;4195;10.802255;470;-0.686455;0.350481
4;22;4195;10.802255;470;-0.686455;0.015737
4;22;4195;10.802255;470;-0.686455;0.460145
4;22;4195;10.802255;470;-0.686455;0.230522
4;22;4195;10.802255;470;-0.686455;0.096678
4;22;4195;10.802255;470;-0.686455;0.031115
4;38;4198;10.397630;473;1.570000;0.330622
5;0;4168;9.914732;503;-0.000796;0.266093
5;1;4168;10.067556;496;-0.000796;0.296482
5;1;4161;10.028301;504;-1.249682;0.035176
5;1;4174;9.977632;502;0.970071;0.483645
5;1;4176;9.746304;510;2.051027;0.413983
5;1;4161;10.011362;510;4.197276;0.181308
5;1;4166;9.879913;514;3.413818;0.196321
5;9;4170;9.886780;507;2.051027;0.382549
5;10;4170;9.918396;505;0.970071;0.407781
5;21;4166;9.993091;505;-1.249682;0.298545
5;22;4168;9.916198;501;-0.000796;0.282973
5;22;4168;9.916198;501;-0.000796;0.261180
5;22;4168;9.916198;501;-0.000796;0.269869
5;22;4168;9.916198;501;-0.000796;0.067601
5;22;4168;9.916198;501;-0.000796;0.167962
5;22;4168;9.916198;501;-0.000796;0.502373
5;38;4168;9.927969;506;1.570000;0.275096
6;0;4093;10.564681;432;-0.125149;0.416867
6;1;4092;10.768427;428;-0.125149;0.284249
6;1;4099;10.065820;428;0.784691;0.298028
6;1;4100;11.512903;436;1.827490;0.379967
6;1;4086;10.641466;434;4.671791;0.163524
6;1;4090;11.251112;439;3.672566;0.506991
6;1;4094;12.291538;443;2.998903;0.396503
6;9;4091;10.507234;434;4.671791;0.496595
6;10;4095;11.018015;435;1.827490;0.314723
6;21;4095;10.750931;432;0.784691;0.025137
6;22;4093;10.782010;431;-0.125149;0.094447
6;22;4093;10.782010;431;-0.125149;0.446357
